interaction_id,user_id,product_id,action,timestamp
74,8,56,view,2025-01-08T13:33:44
75,45,87,add_to_cart,2025-01-14T10:55:31
76,31,133,view,2025-01-06T19:42:41
77,6,146,view,2025-01-12T20:48:12
78,40,9,search,2025-01-10T09:33:21
79,4,71,view,2025-01-05T16:22:30
80,13,122,wishlist,2025-01-17T07:54:02
81,49,68,view,2025-01-15T12:29:14
82,10,79,view,2025-01-04T09:22:39
83,24,37,add_to_cart,2025-01-11T08:45:58
84,42,18,view,2025-01-07T10:01:47
85,34,144,view,2025-01-03T15:35:54
86,21,75,search,2025-01-12T17:44:23
87,15,126,view,2025-01-09T18:12:00
88,48,110,wishlist,2025-01-13T22:16:47
89,20,53,view,2025-01-14T19:33:57
90,30,97,view,2025-01-06T12:55:44
91,26,16,add_to_cart,2025-01-15T13:33:18
92,35,70,view,2025-01-02T18:10:52
93,2,139,view,2025-01-09T11:02:37
94,36,33,search,2025-01-16T20:01:44
95,44,85,view,2025-01-11T12:40:08
96,38,40,view,2025-01-08T10:31:29
97,43,49,wishlist,2025-01-05T09:14:23
98,32,58,view,2025-01-10T17:52:57
99,25,132,add_to_cart,2025-01-17T08:41:36
100,47,24,view,2025-01-15T14:50:25
101,12,139,view,2025-01-09T20:47:12
102,5,141,search,2025-01-04T07:53:48
103,27,130,wishlist,2025-01-05T19:44:23
104,33,55,view,2025-01-12T12:05:41
105,18,61,view,2025-01-14T16:30:52
106,41,98,add_to_cart,2025-01-08T09:43:20
107,9,42,view,2025-01-02T15:01:39
108,22,103,view,2025-01-15T17:12:33
109,3,143,view,2025-01-07T10:28:11
110,14,28,wishlist,2025-01-11T13:35:50
111,1,40,add_to_cart,2025-01-16T08:24:17
112,28,123,search,2025-01-10T22:47:03
113,37,141,view,2025-01-12T21:32:41
114,46,19,view,2025-01-06T14:14:35
115,17,112,wishlist,2025-01-03T10:26:22
116,19,148,view,2025-01-12T09:11:44
117,50,95,view,2025-01-08T12:39:57
118,29,11,add_to_cart,2025-01-14T18:06:31
119,11,146,view,2025-01-03T21:52:08
120,7,78,view,2025-01-05T17:44:50
121,16,3,search,2025-01-15T19:32:47
122,23,71,view,2025-01-13T20:41:33
123,39,112,view,2025-01-09T08:43:19
124,8,31,add_to_cart,2025-01-11T18:55:42
125,45,82,view,2025-01-06T10:20:37
126,31,134,view,2025-01-07T09:18:10
127,6,118,wishlist,2025-01-16T13:45:55
128,40,66,view,2025-01-14T17:01:14
129,4,109,search,2025-01-12T12:08:20
130,13,32,view,2025-01-03T15:35:57
131,49,144,add_to_cart,2025-01-11T11:51:26
132,10,105,view,2025-01-08T18:39:27
133,24,64,view,2025-01-10T13:13:52
134,42,139,wishlist,2025-01-14T09:22:38
135,34,53,view,2025-01-07T16:41:11
136,21,121,purchase,2025-01-15T21:09:50
137,15,128,view,2025-01-03T18:24:17
138,48,59,search,2025-01-02T08:22:33
139,20,68,view,2025-01-11T21:05:29
140,30,122,add_to_cart,2025-01-13T15:25:51
141,26,49,view,2025-01-09T09:15:32
142,35,90,wishlist,2025-01-05T11:49:25
143,2,14,view,2025-01-17T18:19:56
144,36,100,view,2025-01-04T10:43:37
145,44,34,search,2025-01-07T20:55:02
146,38,147,view,2025-01-15T12:36:44
147,43,117,add_to_cart,2025-01-16T11:10:50
148,32,29,view,2025-01-03T09:55:31
149,25,133,wishlist,2025-01-12T22:03:40
150,47,57,view,2025-01-06T14:53:17
151,18,42,view,2025-01-16T14:22:11
152,7,131,wishlist,2025-01-12T18:45:33
153,25,87,add_to_cart,2025-01-14T20:05:01
154,33,140,view,2025-01-09T11:50:22
155,12,16,search,2025-01-05T10:34:42
156,48,39,view,2025-01-03T15:49:12
157,5,118,add_to_cart,2025-01-13T16:44:29
158,29,103,view,2025-01-11T11:35:21
159,8,27,wishlist,2025-01-10T08:22:56
160,41,93,view,2025-01-14T09:12:33
161,14,67,search,2025-01-02T09:45:05
162,20,52,view,2025-01-07T12:21:42
163,36,143,add_to_cart,2025-01-16T18:10:31
164,4,91,view,2025-01-11T13:55:19
165,30,140,wishlist,2025-01-08T15:33:27
166,9,132,view,2025-01-06T20:05:31
167,15,84,view,2025-01-04T10:19:58
168,28,147,add_to_cart,2025-01-05T18:39:11
169,45,38,view,2025-01-13T14:22:44
170,19,75,view,2025-01-09T09:40:32
171,1,63,search,2025-01-03T12:34:18
172,37,110,wishlist,2025-01-16T17:19:56
173,11,14,view,2025-01-02T21:11:40
174,23,129,add_to_cart,2025-01-09T16:14:05
175,44,97,view,2025-01-12T08:57:27
176,10,124,view,2025-01-11T10:36:15
177,47,143,view,2025-01-15T15:12:47
178,3,30,search,2025-01-05T13:48:29
179,35,120,wishlist,2025-01-10T17:51:42
180,24,149,view,2025-01-07T09:45:11
181,17,66,view,2025-01-14T19:27:53
182,49,99,add_to_cart,2025-01-03T18:19:37
183,22,45,view,2025-01-13T20:56:28
184,34,77,view,2025-01-06T14:09:33
185,40,82,wishlist,2025-01-15T11:41:05
186,6,94,view,2025-01-11T07:25:22
187,13,73,view,2025-01-03T18:44:51
188,46,131,add_to_cart,2025-01-04T15:51:11
189,26,121,view,2025-01-16T21:03:49
190,2,12,search,2025-01-05T11:09:27
191,31,47,view,2025-01-10T10:12:54
192,16,146,wishlist,2025-01-14T22:03:20
193,38,112,view,2025-01-13T09:58:41
194,43,105,view,2025-01-08T13:17:53
195,32,141,search,2025-01-12T20:57:11
196,27,26,view,2025-01-02T19:45:27
197,5,150,view,2025-01-14T15:18:30
198,41,116,add_to_cart,2025-01-06T12:50:21
199,21,70,view,2025-01-03T17:33:44
200,48,58,wishlist,2025-01-10T14:24:17
201,7,134,view,2025-01-12T16:41:12
202,25,9,add_to_cart,2025-01-11T18:21:35
203,33,37,view,2025-01-07T13:14:50
204,12,62,view,2025-01-15T09:40:33
205,18,115,wishlist,2025-01-03T20:11:42
206,29,133,view,2025-01-04T14:52:11
207,8,21,search,2025-01-13T12:33:10
208,45,138,view,2025-01-09T16:37:44
209,14,32,add_to_cart,2025-01-16T18:47:29
210,9,44,view,2025-01-05T08:40:54
211,37,101,view,2025-01-11T13:15:39
212,1,76,search,2025-01-04T09:55:32
213,20,55,view,2025-01-03T12:11:23
214,48,25,view,2025-01-15T19:42:38
215,17,147,wishlist,2025-01-06T15:35:17
216,13,36,view,2025-01-07T10:49:11
217,46,69,wishlist,2025-01-16T07:55:28
218,30,141,add_to_cart,2025-01-12T21:18:49
219,28,84,view,2025-01-14T08:32:56
220,47,98,view,2025-01-10T09:14:11
221,10,41,search,2025-01-02T16:22:41
222,23,66,view,2025-01-06T20:10:44
223,11,28,wishlist,2025-01-03T18:51:15
224,49,14,view,2025-01-09T13:25:48
225,6,58,add_to_cart,2025-01-15T10:53:22
226,32,122,view,2025-01-11T17:46:39
227,5,141,view,2025-01-08T21:15:17
228,41,50,wishlist,2025-01-07T09:22:41
229,34,113,view,2025-01-12T10:06:59
230,35,38,add_to_cart,2025-01-14T19:41:18
231,4,70,view,2025-01-05T13:56:27
232,40,110,search,2025-01-04T07:55:18
233,2,15,view,2025-01-10T12:11:29
234,22,98,view,2025-01-13T15:52:51
235,36,112,search,2025-01-17T18:37:46
236,19,144,view,2025-01-02T11:08:14
237,43,58,add_to_cart,2025-01-14T16:32:22
238,16,91,view,2025-01-11T08:47:05
239,27,123,wishlist,2025-01-06T19:18:20
240,44,140,view,2025-01-15T09:28:39
241,3,30,view,2025-01-07T15:17:03
242,31,101,search,2025-01-04T20:39:26
243,8,60,view,2025-01-12T14:50:10
244,45,132,add_to_cart,2025-01-09T11:35:47
245,14,48,wishlist,2025-01-03T17:38:12
246,1,139,view,2025-01-13T10:26:23
247,12,19,view,2025-01-10T08:37:41
248,17,60,view,2025-01-13T21:19:48
249,28,92,view,2025-01-08T09:55:50
250,20,41,wishlist,2025-01-11T19:26:41
251,37,54,add_to_cart,2025-01-14T13:48:06
252,9,98,view,2025-01-04T10:22:59
253,25,126,view,2025-01-06T08:39:11
254,33,37,search,2025-01-12T18:29:58
255,29,18,view,2025-01-03T13:15:54
256,48,142,wishlist,2025-01-09T20:33:42
257,13,32,add_to_cart,2025-01-17T15:18:09
258,43,62,view,2025-01-14T08:32:14
259,7,136,view,2025-01-05T10:51:10
260,11,95,search,2025-01-03T11:48:43
261,30,119,view,2025-01-10T15:50:50
262,2,108,wishlist,2025-01-13T17:09:33
263,35,67,view,2025-01-08T15:26:06
264,23,114,view,2025-01-06T17:49:33
265,26,77,add_to_cart,2025-01-14T09:14:28
266,49,138,view,2025-01-11T16:40:02
267,18,53,wishlist,2025-01-12T19:28:27
268,41,80,search,2025-01-04T09:48:34
269,45,110,view,2025-01-15T21:12:51
270,14,24,view,2025-01-03T14:41:11
271,3,60,add_to_cart,2025-01-17T08:45:57
272,32,149,view,2025-01-07T18:25:40
273,9,45,search,2025-01-10T08:33:09
274,29,97,view,2025-01-12T10:09:43
275,12,13,wishlist,2025-01-15T18:30:29
276,37,102,view,2025-01-06T11:44:50
277,48,54,add_to_cart,2025-01-13T16:31:09
278,17,82,view,2025-01-09T17:42:51
279,50,111,view,2025-01-02T08:42:01
280,20,119,search,2025-01-11T21:40:55
281,42,12,view,2025-01-06T13:15:11
282,46,123,view,2025-01-16T20:29:24
283,6,102,add_to_cart,2025-01-04T09:36:27
284,34,117,wishlist,2025-01-07T12:49:19
285,16,130,view,2025-01-11T18:33:51
286,27,64,view,2025-01-10T13:14:02
287,22,96,search,2025-01-14T17:55:44
288,33,56,view,2025-01-08T08:53:16
289,25,145,add_to_cart,2025-01-13T20:41:35
290,5,41,view,2025-01-03T12:25:22
291,11,69,search,2025-01-16T09:40:17
292,31,83,view,2025-01-02T18:49:58
293,23,17,wishlist,2025-01-15T08:25:15
294,44,111,view,2025-01-09T11:36:29
295,30,58,add_to_cart,2025-01-14T19:26:47
296,38,43,view,2025-01-06T10:22:59
297,15,137,view,2025-01-08T17:12:01
298,28,72,search,2025-01-11T22:15:48
299,7,116,view,2025-01-05T13:51:22
300,12,48,wishlist,2025-01-14T09:15:36
301,10,141,view,2025-01-11T18:25:41
302,22,83,add_to_cart,2025-01-16T09:44:29
303,35,101,view,2025-01-14T07:33:19
304,7,40,wishlist,2025-01-05T19:50:56
305,18,91,search,2025-01-02T12:09:33
306,44,133,view,2025-01-10T11:44:52
307,16,115,view,2025-01-12T20:05:46
308,27,60,add_to_cart,2025-01-13T15:41:30
309,41,129,view,2025-01-07T17:22:58
310,4,22,view,2025-01-04T09:33:11
311,48,53,wishlist,2025-01-03T14:40:29
312,2,119,view,2025-01-08T13:44:38
313,50,77,add_to_cart,2025-01-14T19:42:52
314,14,145,view,2025-01-11T17:51:27
315,33,68,view,2025-01-16T21:15:37
316,28,12,search,2025-01-06T20:43:18
317,29,39,view,2025-01-07T11:44:54
318,11,140,wishlist,2025-01-15T13:25:00
319,20,128,view,2025-01-12T10:29:59
320,37,91,add_to_cart,2025-01-10T07:33:45
321,5,108,view,2025-01-14T09:19:01
322,9,65,view,2025-01-08T22:11:53
323,36,42,search,2025-01-04T10:52:07
324,23,119,view,2025-01-11T20:44:32
325,30,53,wishlist,2025-01-09T12:14:18
326,8,120,view,2025-01-05T18:39:27
327,39,99,view,2025-01-13T14:53:14
328,12,84,add_to_cart,2025-01-16T16:31:22
329,31,59,view,2025-01-02T19:42:15
330,40,124,view,2025-01-06T15:53:59
331,26,102,search,2025-01-12T07:24:11
332,3,112,view,2025-01-08T20:01:44
333,49,75,view,2025-01-05T17:44:31
334,17,130,wishlist,2025-01-14T13:11:40
335,43,97,view,2025-01-15T10:02:13
336,24,41,add_to_cart,2025-01-06T09:35:57
337,13,16,view,2025-01-10T14:48:12
338,42,58,wishlist,2025-01-11T22:20:40
339,32,114,view,2025-01-07T13:21:25
340,6,57,view,2025-01-04T18:17:59
341,38,143,view,2025-01-02T12:49:33
342,45,100,search,2025-01-13T09:41:50
343,19,143,add_to_cart,2025-01-17T14:52:41
344,10,89,view,2025-01-05T11:30:18
345,27,136,view,2025-01-03T20:32:55
346,41,122,search,2025-01-16T10:55:14
347,15,52,view,2025-01-06T11:43:22
348,33,135,wishlist,2025-01-09T08:12:39
349,20,65,view,2025-01-15T09:52:11
350,37,100,view,2025-01-04T13:31:28
351,28,124,add_to_cart,2025-01-12T18:22:01
352,12,139,view,2025-01-03T21:20:47
353,44,79,view,2025-01-11T17:53:14
354,25,16,wishlist,2025-01-09T13:44:27
355,48,98,view,2025-01-14T15:41:55
356,5,61,view,2025-01-03T10:05:22
357,29,111,search,2025-01-15T12:34:51
358,1,103,view,2025-01-04T17:33:12
359,36,144,view,2025-01-02T15:09:44
360,11,43,wishlist,2025-01-10T19:38:17
361,22,119,add_to_cart,2025-01-14T20:14:33
362,30,74,view,2025-01-07T16:19:40
363,8,27,view,2025-01-05T08:27:31
364,50,143,view,2025-01-12T09:46:55
365,17,83,search,2025-01-11T11:22:36
366,49,145,view,2025-01-14T07:44:51
367,24,39,wishlist,2025-01-06T22:25:40
368,13,58,view,2025-01-09T15:33:22
369,40,101,view,2025-01-15T10:49:08
370,21,121,add_to_cart,2025-01-13T12:28:41
371,32,44,view,2025-01-04T18:27:20
372,45,136,search,2025-01-07T14:40:01
373,3,23,view,2025-01-03T16:12:03
374,19,145,wishlist,2025-01-09T09:15:40
375,6,62,view,2025-01-12T13:09:33
376,41,110,add_to_cart,2025-01-17T17:02:15
377,9,40,view,2025-01-05T21:42:31
378,27,52,view,2025-01-04T11:33:16
379,50,93,search,2025-01-11T19:57:27
380,7,147,view,2025-01-15T13:15:40
381,26,35,view,2025-01-09T20:40:33
382,47,138,wishlist,2025-01-03T12:11:24
383,25,68,add_to_cart,2025-01-08T17:41:59
384,18,96,view,2025-01-10T10:39:18
385,2,16,view,2025-01-03T08:51:12
386,39,62,search,2025-01-13T20:59:44
387,30,137,view,2025-01-14T14:12:08
388,11,41,view,2025-01-06T09:09:51
389,28,55,add_to_cart,2025-01-16T08:41:37
390,45,108,view,2025-01-04T14:21:09
391,14,94,wishlist,2025-01-12T13:05:59
392,22,74,view,2025-01-08T15:12:11
393,33,128,view,2025-01-11T18:30:15
394,8,15,search,2025-01-06T11:31:12
395,37,134,view,2025-01-10T16:45:20
396,16,102,add_to_cart,2025-01-15T20:44:22
397,41,35,view,2025-01-07T12:51:48
398,6,112,view,2025-01-03T22:42:40
399,25,57,wishlist,2025-01-12T10:09:51
400,13,77,add_to_cart,2025-01-14T12:13:55
401,10,121,view,2025-01-09T17:32:18
402,23,53,view,2025-01-08T20:55:19
403,26,74,wishlist,2025-01-05T13:33:14
404,32,109,view,2025-01-12T17:11:41
405,4,103,add_to_cart,2025-01-13T14:33:02
406,30,142,view,2025-01-02T16:54:27
407,29,81,search,2025-01-15T10:40:11
408,1,25,view,2025-01-06T14:19:30
409,20,143,view,2025-01-04T21:22:08
410,36,105,add_to_cart,2025-01-17T15:49:03
411,50,111,view,2025-01-10T19:40:55
412,9,59,view,2025-01-08T17:11:44
413,7,131,wishlist,2025-01-12T11:41:32
414,22,144,view,2025-01-07T20:55:33
415,33,37,view,2025-01-02T19:53:40
416,14,112,view,2025-01-11T08:29:51
417,27,19,view,2025-01-06T15:30:40
418,18,120,add_to_cart,2025-01-10T17:46:27
419,48,129,view,2025-01-13T09:55:21
420,35,118,wishlist,2025-01-05T18:25:33
421,41,52,view,2025-01-15T14:40:52
422,10,71,search,2025-01-04T09:39:27
423,40,21,view,2025-01-03T14:33:58
424,24,97,view,2025-01-07T11:24:20
425,32,59,add_to_cart,2025-01-12T08:43:31
426,12,14,view,2025-01-16T20:49:57
427,45,139,wishlist,2025-01-11T06:55:42
428,3,103,view,2025-01-09T12:51:33
429,38,66,view,2025-01-10T22:41:08
430,29,91,search,2025-01-08T15:11:17
431,7,56,view,2025-01-05T10:52:51
432,33,148,add_to_cart,2025-01-14T17:39:51
433,17,87,view,2025-01-12T16:40:19
434,2,121,view,2025-01-09T21:52:55
435,26,63,wishlist,2025-01-03T19:21:41
436,21,40,view,2025-01-06T11:15:05
437,19,150,view,2025-01-12T14:41:33
438,48,11,search,2025-01-15T09:17:29
439,30,89,view,2025-01-03T18:19:22
440,6,122,view,2025-01-07T14:34:18
441,35,74,add_to_cart,2025-01-16T12:26:39
442,10,111,view,2025-01-13T19:27:24
443,45,53,view,2025-01-04T16:41:09
444,8,104,wishlist,2025-01-09T09:22:41
445,37,120,view,2025-01-11T13:10:11
446,50,19,add_to_cart,2025-01-14T10:52:31
447,24,77,view,2025-01-06T12:21:55
448,42,126,search,2025-01-12T20:49:44
449,15,38,view,2025-01-07T18:33:21
450,29,146,wishlist,2025-01-14T08:15:37
451,18,36,view,2025-01-14T09:34:51
452,7,84,view,2025-01-06T18:32:17
453,25,128,search,2025-01-04T11:55:09
454,33,59,add_to_cart,2025-01-10T15:26:41
455,12,117,view,2025-01-12T16:42:58
456,48,95,wishlist,2025-01-07T12:19:44
457,5,133,view,2025-01-11T08:33:41
458,29,23,view,2025-01-08T20:25:12
459,8,147,add_to_cart,2025-01-15T21:03:27
460,41,109,view,2025-01-06T10:52:31
461,14,70,search,2025-01-02T19:41:16
462,20,133,view,2025-01-11T14:25:09
463,36,120,view,2025-01-15T16:42:33
464,4,82,view,2025-01-04T09:18:47
465,30,131,wishlist,2025-01-10T12:11:54
466,9,54,add_to_cart,2025-01-14T17:21:32
467,15,140,view,2025-01-08T07:55:33
468,27,76,view,2025-01-05T18:42:12
469,45,144,search,2025-01-16T09:40:58
470,19,11,view,2025-01-12T10:17:55
471,1,50,view,2025-01-07T08:23:37
472,37,123,wishlist,2025-01-04T15:55:21
473,11,32,search,2025-01-13T11:31:44
474,23,93,view,2025-01-06T21:30:17
475,44,34,add_to_cart,2025-01-09T18:51:22
476,10,139,view,2025-01-15T12:25:37
477,47,63,view,2025-01-08T09:31:10
478,3,148,wishlist,2025-01-03T17:18:49
479,35,74,view,2025-01-11T10:54:58
480,24,114,view,2025-01-12T22:09:21
481,12,22,view,2025-01-05T17:41:39
482,45,149,add_to_cart,2025-01-16T15:37:22
483,38,119,view,2025-01-04T14:51:15
484,29,43,view,2025-01-08T11:35:29
485,13,67,search,2025-01-12T19:30:44
486,40,145,wishlist,2025-01-09T13:35:08
487,26,110,view,2025-01-11T18:42:32
488,2,98,add_to_cart,2025-01-07T16:53:11
489,31,26,view,2025-01-10T09:17:27
490,22,137,view,2025-01-15T14:19:35
491,36,58,search,2025-01-03T12:49:44
492,19,85,view,2025-01-05T18:30:51
493,43,108,view,2025-01-04T13:14:07
494,16,47,wishlist,2025-01-08T20:18:55
495,27,65,add_to_cart,2025-01-17T11:30:19
496,48,142,view,2025-01-12T16:45:33
497,5,16,view,2025-01-07T12:44:12
498,29,131,view,2025-01-15T18:33:51
499,10,121,search,2025-01-03T14:45:18
500,24,97,add_to_cart,2025-01-11T17:53:57
501,1,69,view,2025-01-04T10:03:31
502,37,75,view,2025-01-14T20:57:44
503,14,36,wishlist,2025-01-06T10:33:22
504,9,117,view,2025-01-13T13:44:59
505,33,140,add_to_cart,2025-01-16T12:27:48
506,7,41,view,2025-01-05T08:29:33
507,45,73,search,2025-01-10T21:55:22
508,18,88,view,2025-01-11T11:22:03
509,23,130,view,2025-01-08T20:09:51
510,32,95,wishlist,2025-01-12T09:14:25
511,40,143,view,2025-01-04T15:25:41
512,21,121,add_to_cart,2025-01-13T10:09:33
513,28,79,view,2025-01-06T20:53:22
514,43,74,view,2025-01-15T07:28:11
515,3,148,search,2025-01-02T13:33:59
516,19,109,view,2025-01-05T21:52:06
517,46,142,wishlist,2025-01-10T09:55:36
518,15,69,view,2025-01-12T13:15:47
519,50,107,add_to_cart,2025-01-17T19:37:51
520,11,43,view,2025-01-09T10:55:33
521,26,137,view,2025-01-07T14:52:47
522,2,150,view,2025-01-03T11:22:06
523,30,112,wishlist,2025-01-15T14:39:51
524,27,130,search,2025-01-04T18:35:09
525,13,43,add_to_cart,2025-01-08T12:11:12
526,48,113,view,2025-01-11T10:33:33
527,29,81,view,2025-01-06T19:21:29
528,9,23,search,2025-01-10T22:17:40
529,22,149,view,2025-01-12T16:14:32
530,31,70,view,2025-01-05T13:41:51
531,44,118,wishlist,2025-01-14T20:11:26
532,16,38,view,2025-01-08T17:22:41
533,37,120,add_to_cart,2025-01-11T15:34:01
534,3,50,view,2025-01-04T11:55:16
535,20,14,view,2025-01-09T16:47:09
536,40,139,view,2025-01-03T10:12:54
537,18,30,view,2025-01-15T20:28:41
538,48,84,add_to_cart,2025-01-13T18:26:52
539,12,128,wishlist,2025-01-07T18:51:33
540,1,41,view,2025-01-06T21:42:19
541,29,130,view,2025-01-08T16:35:59
542,27,59,add_to_cart,2025-01-15T11:39:42
543,5,80,view,2025-01-03T09:31:51
544,33,110,search,2025-01-14T10:33:05
545,45,137,add_to_cart,2025-01-17T09:21:59
546,14,68,view,2025-01-09T14:51:18
547,9,101,view,2025-01-05T12:27:16
548,36,72,search,2025-01-12T18:45:41
549,18,32,view,2025-01-03T12:19:21
550,40,44,view,2025-01-14T17:11:22
551,11,92,wishlist,2025-01-09T11:32:47
552,23,148,view,2025-01-11T13:49:40
553,47,82,add_to_cart,2025-01-15T09:31:54
554,31,56,view,2025-01-06T16:41:00
555,20,143,search,2025-01-07T20:25:09
556,12,41,view,2025-01-10T12:33:48
557,28,137,wishlist,2025-01-06T19:19:22
558,8,70,view,2025-01-14T09:49:55
559,41,128,view,2025-01-04T15:09:52
560,19,30,add_to_cart,2025-01-13T18:52:29
561,48,140,view,2025-01-09T21:55:22
562,27,52,view,2025-01-07T13:14:47
563,35,114,wishlist,2025-01-12T14:25:22
564,3,65,view,2025-01-05T15:23:34
565,36,112,add_to_cart,2025-01-01T21:49:12
566,10,54,view,2025-01-03T10:49:33
567,29,123,view,2025-01-15T11:44:22
568,44,77,wishlist,2025-01-06T10:17:50
569,7,32,view,2025-01-14T12:30:10
570,22,100,add_to_cart,2025-01-11T17:11:55
571,20,136,view,2025-01-09T18:13:37
572,11,95,search,2025-01-03T09:58:47
573,42,57,view,2025-01-10T22:15:25
574,17,133,wishlist,2025-01-06T13:49:58
575,25,145,view,2025-01-12T14:50:55
576,30,118,view,2025-01-08T13:12:42
577,2,91,view,2025-01-04T09:35:28
578,38,69,add_to_cart,2025-01-11T19:20:36
579,13,126,view,2025-01-15T20:41:19
580,49,68,view,2025-01-07T17:59:44
581,16,77,search,2025-01-02T14:25:50
582,33,101,view,2025-01-09T18:42:33
583,43,121,view,2025-01-06T11:51:18
584,18,32,wishlist,2025-01-03T19:40:25
585,27,124,view,2025-01-13T17:11:59
586,40,146,view,2025-01-04T16:36:18
587,31,144,search,2025-01-08T20:52:41
588,10,77,add_to_cart,2025-01-15T11:40:51
589,32,90,view,2025-01-05T08:51:43
590,3,147,view,2025-01-02T17:20:18
591,11,89,wishlist,2025-01-12T17:32:14
592,23,128,add_to_cart,2025-01-14T19:33:45
593,44,52,view,2025-01-07T16:30:28
594,27,139,view,2025-01-04T12:51:06
595,19,40,search,2025-01-09T15:43:10
596,35,95,view,2025-01-02T11:49:37
597,5,101,view,2025-01-11T14:44:55
598,29,16,wishlist,2025-01-14T07:55:52
599,18,140,view,2025-01-05T20:33:15
600,48,112,add_to_cart,2025-01-17T13:51:42
601,14,83,view,2025-01-14T09:45:32
602,33,136,wishlist,2025-01-09T15:28:14
603,7,41,add_to_cart,2025-01-12T18:51:01
604,27,109,view,2025-01-05T20:33:49
605,18,124,search,2025-01-03T11:15:02
606,45,92,view,2025-01-08T16:41:55
607,5,69,view,2025-01-07T10:23:13
608,41,133,add_to_cart,2025-01-15T17:29:51
609,10,30,view,2025-01-02T12:33:24
610,12,126,wishlist,2025-01-11T22:30:57
611,20,120,view,2025-01-14T14:41:39
612,29,62,search,2025-01-05T08:24:33
613,2,97,view,2025-01-10T15:23:11
614,46,142,add_to_cart,2025-01-16T20:18:40
615,8,75,view,2025-01-06T19:35:11
616,48,139,view,2025-01-03T17:29:41
617,17,58,wishlist,2025-01-12T21:41:19
618,32,105,view,2025-01-15T10:34:52
619,1,49,view,2025-01-04T21:18:01
620,31,117,add_to_cart,2025-01-09T16:27:44
621,9,68,view,2025-01-03T19:43:12
622,14,140,view,2025-01-11T14:50:37
623,25,93,search,2025-01-10T11:08:22
624,33,103,view,2025-01-07T12:29:21
625,7,121,wishlist,2025-01-06T20:41:19
626,27,38,view,2025-01-09T17:43:29
627,18,110,add_to_cart,2025-01-15T09:41:05
628,5,14,view,2025-01-04T10:56:53
629,45,143,view,2025-01-13T12:10:32
